|Sociedad CO|Equipo|Denominación|Perfil catálogo|Ubicac.técnica|Indicador ABC|Área de empresa|Pto.tbjo.resp.|Clase de aviso|Aviso|Descripción|Creado el|Inicio deseado|Fin deseado|Prioridad|Fecha de cierre|Status usuario|Status sistema|Autor del aviso|descripcion|descripcion2
186|TRAN|2000407|Guajira G1 200 MVA 220/13.8 kV|N-AUTOTR|TGJ_220TRA01||TGJ|38C10001|N4|359691|Cambiar Silica deshumectador T-TGJ01|2014-03-30|2014-04-24|2014-04-24|2.0|2014-06-12|INIC|MECE ORAS|FPION|cambiar silica deshumectador t-tgj01|cambiar silica
187|ISA|119040|Autotrafo Monofásico 500/230 kV-B|N-AUTOTR|CERR500ATR-3-AUTOT||NOR|38B60001|N4|360061|Cambiar Rele de Sobrepresión|2014-04-02|2014-03-19|2014-03-19||2014-04-02|INIC|MECE ORAS|SPRADA|cambiar rele de sobrepresion|cambiar rele
188|ISA|201114|Autotrafo Monofásico 230/115 kV-A|S-TRAFOS|LREF230ATR-1-AUTOT||CEN|38B80001|N4|362535|Cambiar silica a ATR-1 fases A-B-C|2014-05-01|2015-03-17|2015-03-28|2.0|2015-04-07|COPE ENPT|MECE ORAS|JACARMONA|cambiar silica a atr-1 fases a-b-c|cambiar silica
189|ISA|118435|Reactor línea monofásico 500 kV-RV|N-REACTO|LVIR500R22MC-REACT||SUR|38B70001|N4|362719|Adecuar Válvula alivio|2014-05-05|2014-11-10|2014-11-12|3.0|2014-11-18|INIC ENPT|MECE ORAS|3856|adecuar valvula alivio|alivio presion
190|ISA|111691|Reactor línea monofásico 500 kV-B|N-REACTO|CHIN500R22MC-REACT||NOR|38B60001|N4|362925|Revisar indicador de nivel de aceite|2014-05-07|2015-01-25|2015-01-25|3.0|2015-02-10|CPRO ENPT|MECE ORAS|CCUAVAS|revisar indicador de nivel de aceite|revisar indicador de nivel de aceite
191|TRAN|810050|Guajira 4 40 MVA220/34.5/6.9 kV|N-AUTOTR|TGJ_220TRA04||TGJ|38C10001|N4|367608|Cambiar Silica deshumectador T-TGJ04|2014-06-10|2014-07-01|2014-07-01|2.0|2014-07-08|INIC ENPT|MECE ORAS|FPION|cambiar silica deshumectador t-tgj04|cambiar silica
192|ISA|118447|Reactor neutro 125 kV-RV|N-REACTO|SCAR500R22RN-REACT|B|NOR|38B60001|N2|374530|Cambiar silica|2014-07-29|2014-07-24|2014-07-24||2014-07-30|INIC|MECE ORAS|JFAGUDELO|cambiar silica|cambiar silica
193|ISA|200597|Autotrafo Trifásico 230/115 kV|N-AUTOTR|ESME230ATR-2-AUTOT|B|SUR|38B70001|N4|375142|Cambiar silica gel ATR 2|2014-08-04|2014-08-05|2014-09-04|2.0|2014-08-27|INIC|MECE ORAS|ERAMOS|cambiar silica gel atr 2|cambiar silica
194|ISA|115058|Autotrafo Monofásico 500/230 kV-C|N-AUTOTR|SCAR230ATR-1-AUTOT|B|NOR|38B60001|N4|376050|Cambiar silica gel|2014-08-14|2014-08-17|2014-08-17|2.0|2014-08-18|INIC|MECE ORAS|JFAGUDELO|cambiar silica gel|cambiar silica
195|ISA|115104|Reactor línea monofásico 500 kV-RV|N-REACTO|SCAR500R21MC-REACT|B|NOR|38B60001|N4|376202|Cambiar silica gel|2014-08-18|2014-08-17|2014-08-17||2014-08-18|INIC|MECE ORAS PREI|JFAGUDELO|cambiar silica gel|cambiar silica
196|ISA|100008|Reactor línea trifásico 230 kV|N-REACTO|BANA230R12MC-REACT|B|ORI|38B90001|N4|376725|Cambiar silica gel Reactor Linea Banadia|2014-08-21|2014-09-18|2014-09-18|2.0|2014-09-30|INIC ENPT|MECE ORAS|ASIERRA|cambiar silica gel reactor linea banadia|cambiar silica
197|TRAN|810451|Tebsa 3 60 MVA 220/110/46 kV Fase T|S-TRAFOS|TBS_220ATR03-T||TBS|38C10001|N4|377391|Hacer tratamiento metalmecanico-pintura|2014-08-28|2015-08-23|2015-08-23|4.0|2015-09-03|INIC ENPT|MECE ORAS|AFERNANDEZ|hacer tratamiento metalmecanico-pintura|hacer tratamiento metalmecanico-pintura
198|TRAN|810451|Tebsa 3 60 MVA 220/110/46 kV Fase T|N-AUTOTR|TBS_220ATR03-T||TBS|38C10001|N4|377400|Cambiar termometro temperatura dev. AT|2014-08-28|2014-10-18|2014-10-18|3.0|2014-11-12|INIC ENPT|MECE ORAS|AFERNANDEZ|cambiar termometro temperatura dev. at|cambiar termometro
199|TRAN|2000407|Guajira G1 200 MVA 220/13.8 kV|S-TRAFOS|TGJ_220TRA01||TGJ|38C10001|N4|377655|Cambiar radiadores por Corrosión|2014-08-30|2015-11-08|2015-11-10|4.0|2015-12-10|CPRO ENPT|MECE ORAS|CNIÑO|cambiar radiadores por corrosion|cambiar radiadores por corrosion
200|ISA|109355|Reactor línea monofásico 500 kV-A|N-REACTO|SCAR500R21MC-REACT|B|NOR|38B60001|N4|380378|Cambiar válvula para toma muestra aceite|2014-09-14|2014-10-09|2014-10-09|3.0|2014-10-11|INIC ENPT|MECE ORAS|JFAGUDELO|cambiar valvula para toma muestra aceite|cambiar valvula
201|ISA|115104|Reactor línea monofásico 500 kV-RV|N-REACTO|SCAR500R21MC-REACT|B|NOR|38B60001|N4|384632|Cambiar válvula para toma muestra aceite|2014-10-16|2015-02-16|2015-02-16|4.0|2015-02-16|CPRO ENPT|MECE ORAS|JFAGUDELO|cambiar valvula para toma muestra aceite|cambiar valvula
202|ISA|109355|Reactor línea monofásico 500 kV-A|S-REACTO|SCAR500R21MC-REACT|B|NOR|38B60001|N4|389814|Cambiar silica gel|2014-11-11|2014-12-04|2014-12-04|2.0|2014-12-07|CPRO ENPT|MECE ORAS|JFAGUDELO|cambiar silica gel|cambiar silica
203|ISA|109356|Reactor línea monofásico 500 kV-B|S-REACTO|SCAR500R21MC-REACT|B|NOR|38B60001|N4|389815|Cambiar silica gel|2014-11-11|2014-12-04|2014-12-04|2.0|2014-12-07|CPRO ENPT|MECE ORAS|JFAGUDELO|cambiar silica gel|cambiar silica
204|ISA|109357|Reactor línea monofásico 500 kV-C|S-REACTO|SCAR500R21MC-REACT|B|NOR|38B60001|N4|389816|Cambiar silica gel|2014-11-11|2014-12-04|2014-12-04|2.0|2014-12-07|CPRO ENPT|MECE ORAS|JFAGUDELO|cambiar silica gel|cambiar silica
205|ISA|118447|Reactor neutro 125 kV-RV|N-REACTO|SCAR500R22RN-REACT|B|NOR|38B60001|N4|389819|Controlar ingreso humedad termometro ace|2014-11-11|2015-05-23|2015-05-23|3.0|2015-05-27|CPRO ENPT|MECE ORAS|JFAGUDELO|controlar ingreso humedad termometro ace|controlar ingreso humedad termometro ace
206|ISA|120116|Reactor terciario 34.5 kV|S-REACTO|SCAR034R32MC-REACT|B|NOR|38B60001|N4|389801|Limpiar o cambiar visores de termómetros|2014-11-11|2015-02-15|2015-02-15|4.0|2015-02-15|INIC ENPT|MECE ORAS|JFAGUDELO|limpiar o cambiar visores de termometros|limpiar o cambiar visores de termometros
207|ISA|120116|Reactor terciario 34.5 kV|S-REACTO|SCAR034R32MC-REACT|B|NOR|38B60001|N4|389802|Cambiar silica gel|2014-11-11|2014-12-04|2014-12-04|2.0|2014-12-07|INIC ENPT|MECE ORAS|JFAGUDELO|cambiar silica gel|cambiar silica
208|ISA|109357|Reactor línea monofásico 500 kV-C|S-REACTO|SCAR500R21MC-REACT|B|NOR|38B60001|N4|390264|Secado de aislamiento reactor|2014-11-15|2015-07-15|2015-07-25|3.0|2015-03-05|CPRO ENPT|MECE ORAS|ECANTOR|secado de aislamiento reactor|secado de aislamiento reactor
209|ISA|109358|Reactor de neutro 25.5 kV|N-REACTO|SCAR500R21RN-REACT|B|NOR|38B60001|N4|390274|Secado de aislamiento reactor|2014-11-15|2015-07-15|2015-07-25|3.0|2015-03-05|CPRO ENPT|MECE ORAS|ECANTOR|secado de aislamiento reactor|secado de aislamiento reactor
210|ISA|111566|Reactor línea monofásico 500 kV-A|S-REACTO|CHIN500R12MC-REACT|B|NOR|38B60001|N4|390265|Secado aislamiento reactor|2014-11-15|2015-09-15|2015-09-22|3.0|2015-03-05|INIC ENPT|MECE ORAS|ECANTOR|secado aislamiento reactor|secado aislamiento reactor
211|ISA|123184|Reactor de neutro 33 kV|N-REACTO|LVIR500R22RN-REACT|B|SUR|38B70001|N4|390502|Cambio Valvula de Alivio|2014-11-18|2014-11-18|2014-11-18||2014-11-18|INIC|MECE ORAS|3295|cambio valvula de alivio|cambio valvula de alivio
212|TRAN|808997|Valledupar 2 100 MVA 220/110 kV|S-TRAFOS|VAL_220TRA02||VAL|38C20001|N4|392827|Cambiar reles,pulsadores,contactore OLTC|2014-11-28|2017-11-21|2017-11-23|4.0|2017-11-29|INIC ENPT|MECE ORAS|ADUQUE|cambiar reles,pulsadores,contactore oltc|cambiar rele
213|ISA|111988|Reactor línea monofásico 500 kV-RV|S-REACTO|CERR500R21MC-REACT|B|NOR|38B60001|N4|393791|Cambiar silica gel|2014-12-02|2014-12-04|2014-12-20|2.0|2014-12-20|INIC|MECE ORAS|WRODRIGUEZ|cambiar silica gel|cambiar silica
214|ISA|118425|Reactor línea monofásico 500 kV-A|S-REACTO|SABA500R22MC-REACT|B|NOR|38C10001|N4|394051|Revisar/Cambiar Resist Calefaccion RL2 A|2014-12-04|2016-01-27|2016-01-27|4.0|2016-01-27|INIC ENPT|MECE ORAS|ACOT|revisar/cambiar resist calefaccion rl2 a|revisar/cambiar resist calefaccion rl2 a
215|ISA|111689|Reactor línea monofásico 500 kV-A|S-REACTO|CHIN500R22MC-REACT|B|NOR|38B60001|N4|397665|Cambiar talco medidor de nivel|2014-12-20|2015-01-25|2015-01-25|4.0|2015-02-10|CPRO ENPT|MECE ORAS|MCBELLIDO|cambiar talco medidor de nivel|cambiar talco medidor de nivel
216|ISA|111691|Reactor línea monofásico 500 kV-B|S-REACTO|CHIN500R22MC-REACT|B|NOR|38B60001|N4|397668|Cambiar talco medidor de nivel|2014-12-20|2015-01-25|2015-01-25|4.0|2015-02-10|CPRO ENPT|MECE ORAS|MCBELLIDO|cambiar talco medidor de nivel|cambiar talco medidor de nivel
217|ISA|120116|Reactor terciario 34.5 kV|S-REACTO|SCAR034R32MC-REACT|B|NOR|38B60001|N4|475834|Cambiar luminaria x socket y ahorrador|2015-02-03|2015-02-18|2015-02-18|5.0|2015-03-02|CPRO ENPT|MECE ORAS|JFAGUDELO|cambiar luminaria x socket y ahorrador|cambiar luminaria x socket y ahorrador
218|ISA|117272|Reactor línea monofásico 500 kV-RV|S-REACTO|SABA500R21MC-REACT|B|NOR|38C10001|N2|478623|Cambiar valvula drenaje rele buchholz|2015-02-12|2016-02-16|2016-02-16|4.0|2016-03-08|INIC ENPT|MECE ORAS PÁG.|ACOT|cambiar valvula drenaje rele buchholz|cambiar valvula
219|ISA|202718|Autotrafo Monofásico 230/115 kV-B|S-TRAFOS|LHER230ATR-1-AUTOT|B|SUR|38B70001|N4|481047|Revisar indicador nivel aceite tanque|2015-02-15|2016-03-16|2016-03-16|4.0|2016-03-16|INIC ENPT|MECE ORAS PÁG.|NCALDERON|revisar indicador nivel aceite tanque|cambiar indicador nivel de aceite
220|TRAN|2000407|Guajira G1 200 MVA 220/13.8 kV|S-TRAFOS|TGJ_220TRA01||TGJ|38C10001|N2|530896|Corregir fuga aceite Valvula Radiador|2015-03-31|2015-11-07|2015-11-07|4.0|2015-12-10|INIC ENPT|MECE ORAS|FPION|corregir fuga aceite valvula radiador|fuga aceite
221|ISA|115058|Autotrafo Monofásico 500/230 kV-C|S-TRAFOS|SCAR230ATR-1-AUTOT|A|NOR|38B60001|N2|536991|Cambiar silica cuba|2015-04-04|2015-06-02|2015-06-02|2.0|2015-06-03|INIC ENPT|MECE ORAS|JFAGUDELO|cambiar silica cuba|cambiar silica
222|ISA|109357|Reactor línea monofásico 500 kV-C|S-REACTO|SCAR500R21MC-REACT|A|NOR|38B60001|N2|565770|Cambiar silica|2015-05-01|2015-06-12|2015-06-12|2.0|2015-06-23|INIC ENPT|MECE ORAS|JFAGUDELO|cambiar silica|cambiar silica
223|ISA|109358|Reactor de neutro 25.5 kV|S-REACTO|SCAR500R21RN-REACT|A|NOR|38B60001|N2|565771|Cambiar silica|2015-05-01|2015-06-12|2015-06-12|2.0|2015-06-23|INIC ENPT|MECE ORAS|JFAGUDELO|cambiar silica|cambiar silica
224|ISA|111988|Reactor línea monofásico 500 kV-RV|S-REACTO|CERR500R21MC-REACT|A|NOR|38B60001|N4|574989|Revisar borneras en indicador de nivel|2015-05-12|2017-08-16|2017-08-29|3.0|2017-09-08|CPRO ENPT|MECE ORAS PÁG.|JMEDINA|revisar borneras en indicador de nivel|revisar borneras en indicador de nivel
225|ISA|111988|Reactor línea monofásico 500 kV-RV|S-REACTO|CERR500R21MC-REACT|A|NOR|38B60001|N4|574985|Cambiar rele Buchholz|2015-05-12|2017-08-16|2017-08-29|3.0|2017-09-08|CPRO ENPT|MECE ORAS PÁG.|JMEDINA|cambiar rele buchholz|cambiar rele
226|ISA|115058|Autotrafo Monofásico 500/230 kV-C|S-TRAFOS|SCAR230ATR-1-AUTOT|A|NOR|38B60001|N4|583590|Cambiar rele de Sobrepresion|2015-05-22|2016-09-12|2016-09-16|4.0|2016-09-21|INIC ENPT|MECE ORAS|JMEDINA|cambiar rele de sobrepresion|cambiar rele
227|ISA|118424|Reactor línea monofásico 500 kV-B|S-REACTO|SABA500R22MC-REACT|A|NOR|38C10001|N2|590561|Corregir Mancha Aceite Valvula Radiador|2015-05-27|2015-09-11|2015-09-11|4.0|2015-11-12|INIC ENPT|MECE ORAS|ACOT|corregir mancha aceite valvula radiador|fuga aceite
228|ISA|201585|Autotrafo Monofásico 500/110 kV-A|S-TRAFOS|CERR500ATR-1-AUTOT|A|NOR|38B60001|N4|591695|Cambiar contador cambiador taps|2015-05-28|2015-10-15|2015-10-15|5.0|2015-10-16|INIC ENPT|MECE ORAS|WRODRIGUEZ|cambiar contador cambiador taps|cambiar contador cambiador taps
229|ISA|109355|Reactor línea monofásico 500 kV-A|S-REACTO|SCAR500R21MC-REACT|A|NOR|38B60001|N2|604455|Cambiar silica|2015-06-03|2015-07-12|2015-07-12|2.0|2015-06-23|INIC ENPT|MECE ORAS|JFAGUDELO|cambiar silica|cambiar silica
230|ISA|109356|Reactor línea monofásico 500 kV-B|S-REACTO|SCAR500R21MC-REACT|A|NOR|38B60001|N2|604456|Cambiar silica|2015-06-03|2015-06-12|2015-06-12|2.0|2015-06-23|INIC ENPT|MECE ORAS|JFAGUDELO|cambiar silica|cambiar silica
231|ISA|115058|Autotrafo Monofásico 500/230 kV-C|S-TRAFOS|SCAR230ATR-1-AUTOT|A|NOR|38B60001|N2|615157|Cambiar silica cuba|2015-06-21|2015-07-24|2015-07-24|2.0|2015-07-26|INIC ENPT|MECE ORAS|JFAGUDELO|cambiar silica cuba|cambiar silica
232|ISA|115104|Reactor línea monofásico 500 kV-RV|S-REACTO|SCAR500R21MC-REACT|A|NOR|38B60001|N2|615160|Cambiar silica|2015-06-21|2015-07-24|2015-07-24|2.0|2015-07-26|INIC ENPT|MECE ORAS|JFAGUDELO|cambiar silica|cambiar silica
233|ISA|120116|Reactor terciario 34.5 kV|S-REACTO|SCAR034R32MC-REACT|A|NOR|38B60001|N2|615154|Cambiar silica|2015-06-21|2015-07-24|2015-07-24|2.0|2015-07-26|INIC|MECE ORAS|JFAGUDELO|cambiar silica|cambiar silica
234|ISA|100008|Reactor línea trifásico 230 kV|S-REACTO|BANA230R12MC-REACT|A|ORI|38B90001|N4|641014|Cambiar silica gel Reactor Linea Banadia|2015-07-19|2015-08-24|2015-08-24|2.0|2015-08-28|INIC|MECE ORAS|ASIERRA|cambiar silica gel reactor linea banadia|cambiar silica
235|ISA|201232|Autotrafo Monofásico 230/115 kV-A|S-TRAFOS|TORC230ATR-2-AUTOT|B|CEN|38B80001|N4|661124|Cambiar silica gel|2015-08-03|2015-11-10|2015-11-22|2.0|2015-12-02|INIC ENPT|MECE ORAS|RGUERRERO|cambiar silica gel|cambiar silica
236|ISA|118447|Reactor neutro 125 kV-RV|S-REACTO|SCAR500R22RN-REACT|A|NOR|38B60001|N4|672610|Retirar nido tapa relé alivio presión|2015-08-23|2016-04-16|2016-04-17|4.0|2016-04-25|COPL ENPT|MECE ORAS|JFAGUDELO|retirar nido tapa rele alivio presion|alivio presion
237|ISA|118424|Reactor línea monofásico 500 kV-B|S-REACTO|SABA500R22MC-REACT|A|NOR|38C10001|N2|699644|Corregir fuga de Aceite Valvula Radiador|2015-09-14|2016-08-21|2016-08-21|4.0|2016-09-08|COPE|MECE ORAS PÁG.|ACOT|corregir fuga de aceite valvula radiador|fuga aceite
238|ISA|109355|Reactor línea monofásico 500 kV-A|S-REACTO|SCAR500R21MC-REACT|A|NOR|38B60001|N2|707146|Revisar mancha aceite relé presión súbit|2015-09-22|2016-10-26|2016-10-26|4.0|2016-11-09|ENPT|MECE ORAS|JFAGUDELO|revisar mancha aceite rele presion subit|fuga aceite
239|ISA|109357|Reactor línea monofásico 500 kV-C|S-REACTO|SCAR500R21MC-REACT|A|NOR|38B60001|N2|707147|Revisar mancha aceite relé presión súbit|2015-09-22|2016-10-26|2016-10-26|4.0|2016-11-09|SCOR ENPT|MECE ORAS|JFAGUDELO|revisar mancha aceite rele presion subit|fuga aceite
240|ISA|120116|Reactor terciario 34.5 kV|S-REACTO|SCAR034R32MC-REACT|A|NOR|38B60001|N4|707149|Cambiar lampara y microsuiche|2015-09-22|2016-03-10|2016-03-11|4.0|2016-03-11|INIC ENPT|MECE ORAS|JFAGUDELO|cambiar lampara y microsuiche|cambiar lampara y microsuiche
241|TRAN|809372|Sabanalarga 2 60 MVA 220/34.5 kV|S-TRAFOS|SAC_220TRA02||SAC|38C10001|N2|713711|Normalizar señal disparo valvula sobrepr|2015-09-26|2018-01-28|2018-01-28|8.0|2018-02-07|CTER ENPT|MECE ORAS|EVILLA|normalizar senal disparo valvula sobrepr|normalizar senal disparo valvula sobrepr
242|ISAB|301717|Autotrafo monofasico 230/69/24.9 kV - A|S-TRAFOS|SUCR230ATR-1-AUTOT||SUC|38F10001|N4|733898|Cambiar visor termometro ATR Reserva|2015-10-15|2015-12-02|2015-12-02|3.0|2015-12-25|INIC ENPT|MECE ORAS|JMONTES|cambiar visor termometro atr reserva|cambiar visor termometro atr reserva
243|TRAN|809372|Sabanalarga 2 60 MVA 220/34.5 kV|S-TRAFOS|SAC_220TRA02||SAC|38C10001|N4|735933|Cambiar valvula sobrepresión|2015-10-19|2016-09-02|2016-09-03|8.0|2016-11-16|CTER ENPT|MECE ORAS|AFERNANDEZ|cambiar valvula sobrepresion|cambiar valvula
244|ISA|118424|Reactor línea monofásico 500 kV-B|S-REACTO|SABA500R22MC-REACT|A|NOR|38C10001|N2|739256|Corregir fuga Aceite Valv Sobrepresion|2015-10-22|2016-08-24|2016-08-24|3.0|2016-09-12|COPE ENPT|MECE ORAS|ACOT|corregir fuga aceite valv sobrepresion|fuga aceite
245|ISA|123172|Reactor línea monofásico 500 kV-B|S-REACTO|CERR500R13MC-REACT|A|NOR|38B60001|N2|749751|Cambiar empaque por fuga aceite RLCH2 FB|2015-10-28|2017-02-16|2017-02-17|4.0|2017-03-04|ENPT|MECE ORAS|HWILCHES|cambiar empaque por fuga aceite rlch2 fb|fuga aceite
246|ISA|112136|Reactor línea monofásico 500 kV-C|S-REACTO|CERR500R12MC-REACT|A|NOR|38B60001|N4|772490|Cambiar indicador nivel de aceite|2015-11-22|2017-02-14|2017-02-15|4.0|2017-03-04|ENPT|MECE ORAS|HLWILCHES|cambiar indicador nivel de aceite|cambiar indicador nivel de aceite
247|ISA|109356|Reactor línea monofásico 500 kV-B|S-REACTO|SCAR500R21MC-REACT|A|NOR|38B60001|N2|804455|Cambiar silica|2015-12-14|2015-12-29|2015-12-29|2.0|2015-12-30|INIC|MECE ORAS|JFAGUDELO|cambiar silica|cambiar silica
248|TRAN|810050|Guajira 4 40 MVA220/34.5/6.9 kV|S-TRAFOS|TGJ_220TRA04||TGJ|38C10001|N4|833963|Cambiar Q1 del cambiador tomas TTGJ04|2016-01-07|2016-03-12|2016-03-12|4.0|2016-04-09|CTER ENPT|MECE ORAS|FPION|cambiar q1 del cambiador tomas ttgj04|cambiar q1 del cambiador tomas ttgj04
249|ISA|118423|Reactor línea monofásico 500 kV-C|S-REACTO|SABA500R22MC-REACT|A|NOR|38C10001|N2|865326|Corregir fuga de Aceite Valvula Radiador|2016-02-16|2016-08-21|2016-08-21|4.0|2016-09-12|COPE ENPT|MECE ORAS|ACOT|corregir fuga de aceite valvula radiador|fuga aceite
250|ISA|118425|Reactor línea monofásico 500 kV-A|S-REACTO|SABA500R22MC-REACT|A|NOR|38C10001|N2|865327|Corregir fuga de Aceite Valvula Radiador|2016-02-16|2016-08-21|2016-08-21|4.0|2016-09-12|COPE ENPT|MECE ORAS|ACOT|corregir fuga de aceite valvula radiador|fuga aceite
251|ISA|133034|Reactor línea monofásico 500 kV-A|S-REACTO|OCAN500R19MC-REACT|A|ORI|38B90001|N4|865373|Cambiar sílica|2016-02-16|2016-03-14|2016-03-14|2.0|2016-04-01|INIC ENPT|MECE ORAS|WAMESA|cambiar silica|cambiar silica
252|ISAB|301717|Autotrafo monofasico 230/69/24.9 kV - A|S-TRAFOS|SUCR230ATR-1-AUTOT||SUC|38F10001|N4|868100|Cambiar silica ATR-1 reserva|2016-02-29|2016-04-29|2016-04-29|2.0|2016-06-28|INIC SCOR ENPT|MECE ORAS|RAYZACAYO|cambiar silica atr-1 reserva|cambiar silica
253|ISA|120116|Reactor terciario 34.5 kV|S-REACTO|SCAR034R32MC-REACT|A|NOR|38B60001|N4|868933|Cambiar válvula infe toma muestra aceite|2016-03-03|2016-03-10|2016-03-11|5.0|2016-04-13|CPRO|MECE ORAS|JFAGUDELO|cambiar valvula infe toma muestra aceite|cambiar valvula
254|ISA|109356|Reactor línea monofásico 500 kV-B|S-REACTO|SCAR500R21MC-REACT|A|NOR|38B60001|N2|869271|Revisar mancha aceite válvula super filt|2016-03-08|2016-10-25|2016-10-26|4.0|2016-11-09|SCOR ENPT|MECE ORAS|JFAGUDELO|revisar mancha aceite valvula super filt|fuga aceite
255|ISA|202718|Autotrafo Monofásico 230/115 kV-B|S-TRAFOS|LHER230ATR-1-AUTOT|B|SUR|38B70001|N4|869242|Cambiar silica Cuba ATR-1 Fase B|2016-03-08|2016-03-09|2016-04-08|2.0|2016-03-14|INIC|MECE|NCALDERON|cambiar silica cuba atr-1 fase b|cambiar silica
256|ISA|202718|Autotrafo Monofásico 230/115 kV-B|S-TRAFOS|LHER230ATR-1-AUTOT|B|SUR|38B70001|N4|870476|Revision Indicadores Temperatura/T Pozos|2016-03-18|2016-03-16|2016-03-16||2016-03-18|INIC|MECE ORAS|AAMADOR|revision indicadores temperatura/t pozos|revision indicadores temperatura/t pozos
257|ISA|132503|Reactor línea monofásico 500 kV-B|S-REACTO|PRIM500R16MC-REACT|A|ORI|38B90001|N4|873640|Meguer y Reconfig  prot alivio presion|2016-04-09|2016-04-20|2016-04-20|2.0|2016-05-09|INIC ENPT|MECE ORAS|JMONSALVE|meguer y reconfig  prot alivio presion|alivio presion
258|ISA|2005218|Reactor barra monofásico 500 kV-B|S-REACTO|SOGA500R13MC-REACT||ORI|38B90001|N4|873628|Meguer y Reconfig  prot alivio presion|2016-04-09|2016-04-19|2016-04-19|2.0|2016-05-10|INIC ENPT|MECE ORAS|JMONSALVE|meguer y reconfig  prot alivio presion|alivio presion
259|ISA|100008|Reactor línea trifásico 230 kV|S-REACTO|BANA230R12MC-REACT|A|ORI|38B90001|N4|873901|Desconexion Disparo alivio presion|2016-04-11|2016-04-14|2016-04-14|2.0|2016-04-19|INIC|MECE ORAS|ITCO3865|desconexion disparo alivio presion|alivio presion
260|ISA|133034|Reactor línea monofásico 500 kV-A|S-REACTO|OCAN500R19MC-REACT|A|ORI|38B90001|N4|873837|Meguer y Reconfig  prot alivio presion|2016-04-11|2016-04-22|2016-04-22|2.0|2016-05-09|INIC ENPT|MECE ORAS|JMONSALVE|meguer y reconfig  prot alivio presion|alivio presion
261|ISA|200203|Transformador Trifásico 230/34.5 kV|S-TRAFOS|SAMO230TRF-1-TRAFO|A|ORI|38B90001|N4|873891|Desconexion Disparo alivio presion|2016-04-11|2016-04-14|2016-04-14|2.0|2016-04-20|INIC|MECE ORAS|ITCO3865|desconexion disparo alivio presion|alivio presion
262|ISA|118447|Reactor neutro 125 kV-RV|S-REACTO|SCAR500R22RN-REACT|A|NOR|38B60001|N4|874814|Cambiar Valvula de alivio de presion|2016-04-19|2016-04-17|2016-04-17|3.0|2016-10-23|INIC ENPT|MECE ORAS|2545|cambiar valvula de alivio de presion|cambiar valvula
263|ISA|2000233|Reactor linea monofasico 500 kV-A|S-REACTO|PORC500R11MC-REACT|A|NOR|38B60002|N4|874823|Instalar relé de sello|2016-04-19|2019-11-26|2019-11-27|5.0|2019-11-27|INIC ENPT|MECE ORAS|SPRADA|instalar rele de sello|cambiar rele
264|ISA|2000236|Reactor línea monofásico 500 kV-RV|S-REACTO|PORC500R11MC-REACT|A|NOR|38B60002|N4|874826|Instalar relé de sello|2016-04-19|2019-11-26|2019-11-27|5.0|2019-11-27|INIC ENPT|MECE ORAS|SPRADA|instalar rele de sello|cambiar rele
265|ISA|117258|Reactor línea monofásico 500 kV-B|S-REACTO|CERR500R21MC-REACT|A|NOR|38B60001|N4|875158|Cambiar válvula alivio presión|2016-04-21|2017-03-13|2017-03-14|3.0|2017-03-28|INIC ENPT|MECE ORAS PÁG.|SPRADA|cambiar valvula alivio presion|alivio presion
266|ISA|117259|Reactor línea monofásico 500 kV-C|S-REACTO|CERR500R21MC-REACT|A|NOR|38B60001|N4|875159|Cambiar válvula alivio presión|2016-04-21|2017-03-13|2017-03-14|3.0|2017-03-28|INIC ENPT|MECE ORAS PÁG.|SPRADA|cambiar valvula alivio presion|alivio presion
267|ISA|120116|Reactor terciario 34.5 kV|S-REACTO|SCAR034R32MC-REACT|A|NOR|38B60001|N4|875145|Cambiar válvula alivio presión|2016-04-21|2016-10-12|2016-10-12|3.0|2016-10-12|INIC ENPT|MECE ORAS|SPRADA|cambiar valvula alivio presion|alivio presion
268|ISA|120116|Reactor terciario 34.5 kV|S-REACTO|SCAR034R32MC-REACT|A|NOR|38B60001|N4|875143|Cambiar válvula alivio presión|2016-04-21|2017-07-11|2017-07-11|3.0|2017-07-19|INIC ENPT|MECE ORAS|SPRADA|cambiar valvula alivio presion|alivio presion
269|ISA|123172|Reactor línea monofásico 500 kV-B|S-REACTO|CERR500R13MC-REACT|A|NOR|38B60001|N4|875154|Cambiar válvula alivio presión|2016-04-21|2017-02-16|2017-02-17|3.0|2017-02-24|SCOR ENPT|MECE ORAS|SPRADA|cambiar valvula alivio presion|alivio presion
270|ISA|109355|Reactor línea monofásico 500 kV-A|S-REACTO|SCAR500R21MC-REACT|A|NOR|38B60002|N4|875288|Instalar relé de sello|2016-04-22|2018-11-16|2018-11-16|5.0|2018-11-27|INIC ENPT|MECE ORAS|SPRADA|instalar rele de sello|cambiar rele
271|ISA|109356|Reactor línea monofásico 500 kV-B|S-REACTO|SCAR500R21MC-REACT|A|NOR|38B60002|N4|875290|Instalar relé de sello|2016-04-22|2018-11-16|2018-11-16|5.0|2018-11-27|INIC ENPT|MECE ORAS|SPRADA|instalar rele de sello|cambiar rele
272|ISA|109357|Reactor línea monofásico 500 kV-C|S-REACTO|SCAR500R21MC-REACT|A|NOR|38B60002|N4|875292|Instalar relé de sello|2016-04-22|2018-11-16|2018-11-16|5.0|2018-11-27|INIC ENPT|MECE ORAS|SPRADA|instalar rele de sello|cambiar rele
