|Sociedad CO|Equipo|Denominación|Perfil catálogo|Ubicac.técnica|Indicador ABC|Área de empresa|Pto.tbjo.resp.|Clase de aviso|Aviso|Descripción|Creado el|Inicio deseado|Fin deseado|Prioridad|Fecha de cierre|Status usuario|Status sistema|Autor del aviso|descripcion|descripcion2
360|ISA|119040|Autotrafo Monofásico 500/230 kV-B|S-TRATAM|CERR500ATR-3-AUTOT|C|NOR|38B60001|N4|5412427|Cambiar rele presión subita|2018-05-11|2019-04-07|2019-04-07|4.0|2019-05-02|INIC ENPT|MECE ORAS PÁG.|SPRADA|cambiar rele presion subita|alivio presion
361|ISA|119040|Autotrafo Monofásico 500/230 kV-B|S-TRATAM|CERR500ATR-3-AUTOT|C|NOR|38B60001|N4|5416909|Cambiar temporizador filtro en linea|2018-05-19|2018-11-22|2018-11-22|4.0|2018-11-22|INIC ENPT|MECE ORAS|SPRADA|cambiar temporizador filtro en linea|cambiar temporizador filtro en linea
362|ISA|111073|Reactor línea monofásico 500 kV-C|S-REATAM|SABA500R21MC-REACT|C|NOR|38C10001|N4|5417879|Instalar tuberia valvula sobreprresión|2018-05-28|2020-08-30|2020-08-30|4.0|2020-09-02|CPRO ENPT|MECE ORAS|AFERNANDEZ|instalar tuberia valvula sobreprresion|instalar tuberia valvula sobreprresion
363|ISA|118435|Reactor línea monofásico 500 kV-RV|S-REATAM|LVIR500R22MC-REACT|B|SUR|38B70001|N4|5418544|cambiar indicador de nivel aceite|2018-06-05|2020-10-15|2020-10-15|5.0|2020-10-22|CTER COND ENPT CO19|MECE ORAS|DBERMUDEZ|cambiar indicador de nivel aceite|cambiar indicador de nivel aceite
364|ISA|123178|Reactor línea monofásico 500 kV-C|S-REATAM|LVIR500R22MC-REACT|B|SUR|38B70001|N4|5418569|Cambiar indicador de nivel aceite|2018-06-05|2021-09-11|2021-09-12|5.0||INIC ENPT CO19|METR ORAS|DBERMUDEZ|cambiar indicador de nivel aceite|cambiar indicador de nivel aceite
365|ISA|123178|Reactor línea monofásico 500 kV-C|S-REATAM|LVIR500R22MC-REACT|B|SUR|38B70001|N4|5418574|cambiar rele buchholz|2018-06-05|2021-09-11|2021-09-12|9.0||INIC COND ENPT CO19|METR ORAS|DBERMUDEZ|cambiar rele buchholz|cambiar rele
366|ISA|123184|Reactor de neutro 33 kV|S-REATAM|LVIR500R22RN-REACT|C|SUR|38B70001|N4|5419093|Revisar bajo aislamiento Disparo alivio|2018-06-12|2020-12-11|2020-12-11|9.0|2020-12-28|INIC COND ENPT CO19|MECE ORAS|DBERMUDEZ|revisar bajo aislamiento disparo alivio|cambiar aislamient
367|ISA|400039|Autotrafo Trifásico 230/115 kV|S-TRATAT|LVIR230ATR-1-AUTOT|B|SUR|38B70001|N4|5420269|Hacer cambio de indicador temperatura|2018-06-28|2018-12-12|2018-12-17|3.0|2018-12-17|CTER ENPT|MECE ORAS|DBERMUDEZ|hacer cambio de indicador temperatura|cambiar termometro
368|ISA|400039|Autotrafo Trifásico 230/115 kV|S-TRATAT|LVIR230ATR-1-AUTOT|B|SUR|38B70001|N4|5420272|Hacer cambio de indicador temperatura|2018-06-28|2018-12-12|2018-12-17|3.0|2018-12-17|CTER ENPT|MECE ORAS|DBERMUDEZ|hacer cambio de indicador temperatura|cambiar termometro
369|ISA|400039|Autotrafo Trifásico 230/115 kV|S-TRATAT|LVIR230ATR-1-AUTOT|B|SUR|38B70001|N4|5420276|Hacer cambio de indicador temperatura|2018-06-28|2018-12-12|2018-12-17|3.0|2018-12-17|CTER ENPT|MECE ORAS|DBERMUDEZ|hacer cambio de indicador temperatura|cambiar termometro
370|ISA|400039|Autotrafo Trifásico 230/115 kV|S-TRATAT|LVIR230ATR-1-AUTOT|B|SUR|38B70001|N4|5420279|Revisar bajo aislamiento Disparo alivio|2018-06-28|2018-12-12|2018-12-17|3.0|2018-12-17|CTER ENPT|MECE ORAS|DBERMUDEZ|revisar bajo aislamiento disparo alivio|cambiar aislamient
371|TRAN|810050|Guajira 4 40 MVA220/34.5/6.9 kV|1-TRAATR|TGJ_220TRA04|C|TGJ|38C10001|N4|5425122|Cambiar Valv. Sobrepresion T-TGJ04|2018-08-01|2021-09-03|2021-09-04|4.0||CAPB ENPT CO19|METR ORAS|LESCANO|cambiar valv. sobrepresion t-tgj04|cambiar valv. sobrepresion t-tgj04
372|TRAN|810050|Guajira 4 40 MVA220/34.5/6.9 kV|1-TRAATR|TGJ_220TRA04|C|TGJ|38C10001|N4|5425125|Cambiar Termometro Tem Aceite|2018-08-01|2021-09-03|2021-09-04|4.0||CAPB ENPT CO19|METR ORAS|LESCANO|cambiar termometro tem aceite|cambiar termometro
373|ISA|100008|Reactor línea trifásico 230 kV|S-REATAT|BANA230R12MC-REACT|A|ORI|38B90001|N4|5425162|Evaluar cambio indicador  tempe|2018-08-01|2019-02-01|2019-02-01|5.0|2019-05-13|CPRO ENPT|MECE ORAS|JEARIZA|evaluar cambio indicador  tempe|evaluar cambio indicador  tempe
374|ISA|109355|Reactor línea monofásico 500 kV-A|S-REATAM|SCAR500R21MC-REACT|C|NOR|38B60001|N4|5430676|Cambiar silical gel|2018-09-09|2018-09-24|2018-09-24|5.0|2018-09-26|INIC ENPT|MECE ORAS|JFLOREZ|cambiar silical gel|cambiar silica
375|ISA|109356|Reactor línea monofásico 500 kV-B|S-REATAM|SCAR500R21MC-REACT|C|NOR|38B60001|N4|5430677|Cambiar silica gel|2018-09-09|2018-09-24|2018-09-24|5.0|2018-09-26|INIC ENPT|MECE ORAS|JFLOREZ|cambiar silica gel|cambiar silica
376|ISA|109357|Reactor línea monofásico 500 kV-C|S-REATAM|SCAR500R21MC-REACT|C|NOR|38B60001|N4|5430678|Cambiar silica gel|2018-09-09|2018-09-24|2018-09-24|5.0|2018-09-26|INIC ENPT|MECE ORAS|JFLOREZ|cambiar silica gel|cambiar silica
377|ISA|109358|Reactor de neutro 25.5 kV|S-REATAM|SCAR500R21RN-REACT|A|NOR|38B60001|N4|5430679|Cambiar silica gel|2018-09-09|2019-09-24|2019-09-24|8.0|2019-08-13|INIC ENPT|MECE ORAS|JFLOREZ|cambiar silica gel|cambiar silica
378|ISA|120116|Reactor terciario 34.5 kV|S-REATAT|SCAR034R32MC-REACT|C|NOR|38B60001|N4|5430683|Cambiar silica gel|2018-09-09|2018-09-24|2018-09-24|5.0|2018-09-24|INIC ENPT|MECE ORAS|JFLOREZ|cambiar silica gel|cambiar silica
379|ISA|111105|Autotrafo Monofásico 500/220 kV-C|S-TRATAM|SABA500ATR-1-AUTOT|C|NOR|38C10001|N4|5437742|Revisar/Cambiar Rele Buchoolz|2018-10-19|2018-12-10|2018-12-10|2.0|2018-12-21|PROY ENPT|MECE ORAS PÁG.|LESCANO|revisar/cambiar rele buchoolz|cambiar rele
380|ISA|132503|Reactor línea monofásico 500 kV-B|S-REATAM|PRIM500R16MC-REACT|C|ORI|38B90001|N4|5437799|Cambiar borneras Protecciones mecanicas|2018-10-22|2020-07-29|2020-07-29|9.0|2020-08-13|CPRO ENPT CO19|MECE ORAS|JMONSALVE|cambiar borneras protecciones mecanicas|cambiar protecciones mecanicas
381|ISA|132503|Reactor línea monofásico 500 kV-B|S-REATAM|PRIM500R16MC-REACT|C|ORI|38B90001|N4|5437817|Cambiar rele Buchholz|2018-10-22|2019-02-10|2019-02-10|4.0|2019-07-22|INIC ENPT|MECE ORAS|JMONSALVE|cambiar rele buchholz|cambiar rele
382|ISA|201438|Autotrafo Monofásico 500/110 kV-C|S-TRATAM|CERR500ATR-1-AUTOT|C|NOR|38B60002|N4|5438515|Desconectar disparo rele 63|2018-10-30|2018-10-26|2018-10-26|1.0|2019-01-02|INIC|MECE ORAS|WRODRIGUEZ|desconectar disparo rele 63|cambiar rele
383|ISA|201585|Autotrafo Monofásico 500/110 kV-A|S-TRATAM|CERR500ATR-1-AUTOT|C|NOR|38B60002|N4|5438513|Desconectar disparo rele 63|2018-10-30|2018-10-26|2018-10-26|1.0|2019-01-02|INIC|MECE ORAS|WRODRIGUEZ|desconectar disparo rele 63|cambiar rele
384|ISA|400039|Autotrafo Trifásico 230/115 kV|S-TRATAT|LVIR230ATR-1-AUTOT|B|SUR|38B70001|N4|5441034|Cambiar valvula d alivio (sobre-presion)|2018-12-17|2021-11-13|2021-11-15|9.0||INIC ENPT CO19|METR ORAS|AAMADOR|cambiar valvula d alivio (sobre-presion)|cambiar valvula
385|ISA|118435|Reactor línea monofásico 500 kV-RV|S-REATAM|LVIR500R22MC-REACT|B|SUR|38B70001|N4|5441950|Cambiar silica R22MC-Reserva|2018-12-27|2018-12-27|2019-01-27||2018-12-27|INIC|MECE PTBO|NCALDERON|cambiar silica r22mc-reserva|cambiar silica
386|ISA|123178|Reactor línea monofásico 500 kV-C|S-REATAM|LVIR500R22MC-REACT|B|SUR|38B70001|N4|5441957|Cambiar silica R22MC-Fase C|2018-12-27|2018-12-27|2019-01-27||2018-12-27|INIC|MECE PTBO|NCALDERON|cambiar silica r22mc-fase c|cambiar silica
387|ISA|123181|Reactor línea monofásico 500 kV-RV|S-REATAM|LVIR500R23MC-REACT|B|SUR|38B70001|N4|5441958|Cambiar silica R23MC-Reserva|2018-12-27|2018-12-27|2019-01-27||2018-12-27|INIC|MECE PTBO|NCALDERON|cambiar silica r23mc-reserva|cambiar silica
388|ISA|123184|Reactor de neutro 33 kV|S-REATAM|LVIR500R22RN-REACT|C|SUR|38B70001|N4|5441964|Cambiar silica RN22-Reactor Neutro|2018-12-27|2018-12-27|2019-01-27||2018-12-27|INIC|MECE PTBO|NCALDERON|cambiar silica rn22-reactor neutro|cambiar silica
389|ISA|201438|Autotrafo Monofásico 500/110 kV-C|S-TRATAM|CERR500ATR-1-AUTOT|B|NOR|38B60001|N4|5443818|Revisar rele de Presion Subita Trafo C|2019-01-16|2019-02-01|2019-02-01|3.0|2019-02-12|INIC ENPT|MECE ORAS|2545|revisar rele de presion subita trafo c|alivio presion
390|ISA|201582|Autotrafo Monofásico 500/110 kV-B|S-TRATAM|CERR500ATR-1-AUTOT|B|NOR|38B60001|N4|5443817|Revisar rele de Presion Subita Trafo B|2019-01-16|2019-02-01|2019-02-01|4.0|2019-02-12|INIC ENPT|MECE ORAS|2545|revisar rele de presion subita trafo b|alivio presion
391|ISA|201585|Autotrafo Monofásico 500/110 kV-A|S-TRATAM|CERR500ATR-1-AUTOT|B|NOR|38B60001|N4|5443815|Revisar rele de Presion Subita Trafo A|2019-01-16|2019-02-01|2019-02-01|3.0|2019-02-12|INIC ENPT|MECE ORAS|JCMEDINA|revisar rele de presion subita trafo a|alivio presion
392|ISA|119040|Autotrafo Monofásico 500/230 kV-B|S-TRATAM|CERR500ATR-3-AUTOT|C|NOR|38B60001|N4|5445811|revisar funcionamiento rele de sello|2019-02-13|2019-04-07|2019-04-07|3.0|2019-04-22|INIC ENPT|MECE ORAS|ECANTOR|revisar funcionamiento rele de sello|revisar funcionamiento rele de sello
393|ISA|118423|Reactor línea monofásico 500 kV-C|S-REATAM|SABA500R22MC-REACT|C|NOR|38C10001|N2|5446603|Corregir Fuga Aceite Valv Sobrepresion|2019-02-21|2019-03-14|2019-03-14||2019-03-19|INIC ENPT|MECE ORAS|ACOT|corregir fuga aceite valv sobrepresion|fuga aceite
394|ISA|118423|Reactor línea monofásico 500 kV-C|S-REATAM|SABA500R22MC-REACT|C|NOR|38C10001|N2|5446602|Corregir Fuga de Aceite Tuberia Bucholzt|2019-02-21|2019-03-14|2019-03-14||2019-03-19|INIC ENPT|MECE ORAS|ACOT|corregir fuga de aceite tuberia bucholzt|fuga aceite
395|ISA|118423|Reactor línea monofásico 500 kV-C|S-REATAM|SABA500R22MC-REACT|C|NOR|38C10001|N2|5446827|Corregir Fuga de Aceite Tuberia Bucholzt|2019-02-25|2019-02-25|2019-12-31||2019-03-07|INIC|MECE ORAS PTBO|ACOT|corregir fuga de aceite tuberia bucholzt|fuga aceite
396|ISA|203670|Reactor barra trifásico 230 kV-RV|S-REATAT|JAMO230R28MC-REACT|B|SUR|38B70001|N4|5447236|Revisar/Corregir Bajo Aislamiento|2019-03-04|2020-02-24|2020-02-24|4.0|2020-03-05|INIC ENPT|MECE ORAS|ECANTOR|revisar/corregir bajo aislamiento|cambiar aislamient
397|ISA|2010237|Reactor línea monofásico 500 kV-A|S-REATAM|MEDE500R21MC-REACT||NOR|38B60001|N4|5447280|GARANT Corregir señal bajo aislamiento|2019-03-04|2020-04-28|2020-04-28|4.0|2020-04-28|INIC|MECE ORAS|ECANTOR|garant corregir senal bajo aislamiento|cambiar aislamient
398|ISA|111966|Reactor línea monofásico 500 kV-C|S-REATAM|CHIN500R11MC-REACT|C|NOR|38B60001|N4|5447325|Cambiar deshumificador de silica|2019-03-05|2019-03-12|2019-03-12|5.0|2019-03-18|INIC SCOR ENPT|MECE ORAS PÁG.|CCUAVAS|cambiar deshumificador de silica|cambiar deshumificador de silica
399|ISA|200597|Autotrafo Trifásico 230/115 kV|1-TRAATR|ESME230ATR-2-AUTOT|C|SUR|38B70001|N4|5450085|Cambio del relé buchholz|2019-04-08|2020-11-19|2022-04-30|9.0||INIC CO19|METR ORAS|3121|cambio del rele buchholz|cambio del rele buchholz
400|ISA|200548|Autotrafo Trifásico 230/115 kV-RV|1-TRAATR|ESME230ATR-1-AUTOT|B|SUR|38B70001|N4|5453337|Cambiar Indicador de nivel OLTC|2019-05-06|2020-11-11|2022-04-30|9.0||CTER ENPT CO19|METR ORAS|AAMADOR|cambiar indicador de nivel oltc|cambiar indicador de nivel oltc
401|ISA|201585|Autotrafo Monofásico 500/110 kV-A|S-TRATAM|CERR500ATR-1-AUTOT|B|NOR|38B60001|N4|5454300|Revisar aislami. cable protecc. mecanica|2019-05-10|2019-08-28|2019-08-28|4.0|2019-08-28|INIC ENPT|MECE ORAS|ITCO3121|revisar aislami. cable protecc. mecanica|revisar aislami. cable protecc. mecanica
402|ISA|200597|Autotrafo Trifásico 230/115 kV|1-TRAATR|ESME230ATR-2-AUTOT|C|SUR|38B70001|N4|5468157|Cambiar indicador de temperatra Devanado|2019-06-07|2020-11-19|2022-03-31|5.0||INIC CO19|METR ORAS|AAMADOR|cambiar indicador de temperatra devanado|cambiar indicador de temperatra devanado
403|ISA|2011679|Reactor línea monofásico 500 kV-B|S-REATAM|PORC500R23MC-REACT|C|NOR|38B60001|N4|5476056|GARANT Corregir señal bajo aislamiento|2019-08-08|2021-01-26|2021-01-26|4.0|2021-01-29|INIC ENPT|MECE ORAS|ALSANTA|garant corregir senal bajo aislamiento|cambiar aislamient
404|ISA|201582|Autotrafo Monofásico 500/110 kV-B|S-TRATAM|CERR500ATR-1-AUTOT|B|NOR|38B60001|N2|5486907|Corregir fuga termometro sis calisto|2019-10-26|2020-09-21|2020-09-22|3.0|2020-09-21|CPRO ENPT CO19|MECE ORAS|WRODRIGUEZ|corregir fuga termometro sis calisto|fuga aceite
405|ISA|201582|Autotrafo Monofásico 500/110 kV-B|S-TRATAM|CERR500ATR-1-AUTOT|B|NOR|38B60001|N4|5486903|Revisar  indicador presion Filtro linea|2019-10-26|2020-09-21|2020-09-22|3.0|2020-09-21|CPRO ENPT CO19|MECE ORAS|WRODRIGUEZ|revisar  indicador presion filtro linea|revisar  indicador presion filtro linea
406|ISA|119040|Autotrafo Monofásico 500/230 kV-B|S-TRATAM|CERR500ATR-3-AUTOT|C|NOR|38B60001|N4|5487861|Cambiar rele presión subita|2019-10-30|2019-11-22|2019-11-22|4.0|2019-11-22|INIC ENPT|MECE ORAS|ECANTOR|cambiar rele presion subita|alivio presion
407|ISA|2005218|Reactor barra monofásico 500 kV-B|S-REATAM|SOGA500R13MC-REACT|C|ORI|38B90001|N4|5488317|Revisar Falla Supervision Bolsa RB500-RV|2019-11-07|2019-12-31|2020-03-15|9.0|2020-04-19|INIC|MECE ORAS|ORVILLAMIZAR|revisar falla supervision bolsa rb500-rv|revisar falla supervision bolsa rb500-rv
408|ISA|100008|Reactor línea trifásico 230 kV|S-REATAT|BANA230R12MC-REACT|A|ORI|38B90001|N2|5488642|Corregir señalización relé Bucholz R120|2019-11-14|2019-11-16|2019-11-16|1.0|2019-11-19|INIC ENPT|MECE ORAS|ATOLOZA|corregir senalizacion rele bucholz r120|corregir senalizacion rele bucholz r120
409|ISA|2000236|Reactor línea monofásico 500 kV-RV|S-REATAM|PORC500R11MC-REACT|C|NOR|38B60001|N4|5489802|Cambiar rele Buchholz|2019-11-27|2021-12-01|2021-12-01|4.0||INIC ENPT CO19|METR ORAS|JCMEDINA|cambiar rele buchholz|cambiar rele
410|ISA|109358|Reactor de neutro 25.5 kV|S-REATAM|SCAR500R21RN-REACT|C|NOR|38B60001|N4|5491230|Cambiar indicador de nivel|2019-12-05|2021-06-09|2021-06-10|4.0|2021-06-11|CPRO ENPT CO19|MECE ORAS|SPRADA|cambiar indicador de nivel|cambiar indicador de nivel
411|ISA|109358|Reactor de neutro 25.5 kV|S-REATAM|SCAR500R21RN-REACT|C|NOR|38B60001|N4|5491229|Cambiar relé de presión súbita|2019-12-05|2021-06-09|2021-06-10|4.0|2021-06-21|CPRO ENPT CO19|MECE ORAS|SPRADA|cambiar rele de presion subita|alivio presion
412|ISA|132503|Reactor línea monofásico 500 kV-B|S-REATAM|PRIM500R16MC-REACT|C|ORI|38B90001|N4|5494264|Corregir fuga aceite Buchholz|2019-12-17|2020-07-29|2020-07-29|4.0|2020-08-14|CPRO ENPT CO19|MECE ORAS|JLDIAZ|corregir fuga aceite buchholz|fuga aceite
413|TRAN|2000407|Guajira G1 200 MVA 220/13.8 kV|1-TRAATR|TGJ_220TRA01|C|TGJ|38C10001|N4|5494550|Cambiar conexión cable por barras|2019-12-20|2020-12-21|2020-12-30|3.0|2021-01-04|CPRO ENPT CO19|MECE ORAS|JPOMBO|cambiar conexion cable por barras|cambiar conexion cable por barras
414|TRAN|808997|Valledupar 2 100 MVA 220/110 kV|1-TRAATR|VAL_PAT||VAL|38C20001|N2|5494924|Corregir fuga aceite valvula de alivio|2019-12-26|2021-04-25|2021-04-25|9.0|2021-04-20|INIC|MECE ORAS|ADUQUE|corregir fuga aceite valvula de alivio|fuga aceite
415|ISA|2009685|Reactor línea monofásico 500 kV-C|S-REATAM|CERR500R23MC-REACT|C|NOR|38B60001|N4|5495161|Garanti Revisar alarma Alivio Presion FC|2019-12-29|2020-02-27|2020-02-27|9.0|2020-03-04|INIC ENPT|MECE ORAS|HLWILCHES|garanti revisar alarma alivio presion fc|alivio presion
416|ISA|112135|Reactor línea monofásico 500 kV-B|S-REATAM|CERR500R12MC-REACT|C|NOR|38B60001|N4|5498715|Cambiar rele Buchholz|2020-02-06|2021-02-05|2021-02-05|4.0|2021-02-10|INIC ENPT|MECE ORAS|JCMEDINA|cambiar rele buchholz|cambiar rele
417|ISA|123183|Reactor línea monofásico 500 kV-A|S-REATAM|CERR500R12MC-REACT|C|NOR|38B60001|N4|5498714|Revisar Valvula Alivio de Presion|2020-02-06|2020-02-06|2020-02-09||2020-02-16|INIC|MECE ORAS|2545|revisar valvula alivio de presion|alivio presion
418|ISA|133034|Reactor línea monofásico 500 kV-A|S-REATAM|OCAN500R19MC-REACT|C|ORI|38B90001|N4|5501693|Cambiar medidir temp. devanado REAC-A|2020-02-24|2020-11-19|2020-11-19|4.0|2020-11-27|COPE ENPT|MECE ORAS|MARAMIREZ|cambiar medidir temp. devanado reac-a|cambiar medidir temp. devanado reac-a
419|ISA|111691|Reactor línea monofásico 500 kV-B|S-REATAM|CHIN500R22MC-REACT|C|NOR|38B60001|N2|5501942|Corregir fuga de aceite rele buchholz|2020-02-27|2020-07-14|2020-07-14|4.0|2020-07-22|INIC ENPT|MECE ORAS|CCUAVAS|corregir fuga de aceite rele buchholz|fuga aceite
420|TRAN|810050|Guajira 4 40 MVA220/34.5/6.9 kV|S-TRATAT|TGJ_220TRA04|C|TGJ|38C10001|N4|5502847|Cambiar silica T-TGJ04|2020-03-11|2020-03-23|2020-03-23|2.0|2020-03-24|INIC ENPT|MECE ORAS|NMAZA|cambiar silica t-tgj04|cambiar silica
421|ISA|117272|Reactor línea monofásico 500 kV-RV|1-REAAMO|SABA500R21MC-REACT|C|NOR|38C10001|N2|5504015|Cambiar relé presión súbita|2020-03-25|2022-04-01|2022-04-30|4.0||INIC ENPT RSRP|METR ORAS|AFERNANDEZ|cambiar rele presion subita|alivio presion
422|ISA|117273|Reactor línea monofásico 500 kV-B|1-REAAMO|SABA500R21MC-REACT|C|NOR|38C10001|N2|5504009|Cambiar relé presión súbita|2020-03-25|2021-09-29|2021-09-30|4.0||INIC ENPT RSRP|METR ORAS|AFERNANDEZ|cambiar rele presion subita|alivio presion
423|ISA|117274|Reactor línea monofásico 500 kV-A|1-REAAMO|SABA500R21MC-REACT|C|NOR|38C10001|N2|5504004|Cambiar rellé presión subita|2020-03-25|2021-09-29|2021-09-30|4.0||INIC ENPT RSRP|METR ORAS|AFERNANDEZ|cambiar relle presion subita|alivio presion
424|ISA|119040|Autotrafo Monofásico 500/230 kV-B|S-TRATAM|CERR500ATR-3-AUTOT|C|NOR|38B60001|N4|5504149|Cambiar deshumificador silica|2020-03-26|2020-03-19|2020-03-26||2020-03-26|INIC|MECE ORAS|SPRADA|cambiar deshumificador silica|cambiar deshumificador silica
425|ISA|2005218|Reactor barra monofásico 500 kV-B|S-REATAM|SOGA500R13MC-REACT|C|ORI|38B90001|N4|5504479|Cambiar tuberia colector gas|2020-04-02|2020-03-12|2020-03-15|9.0|2020-04-07|INIC|MECE ORAS|JMONSALVE|cambiar tuberia colector gas|cambiar tuberia colector gas
426|ISA|111689|Reactor línea monofásico 500 kV-A|S-REATAM|CHIN500R22MC-REACT|C|NOR|38B60001|N2|5506380|Corregir fuga aceite valvula de muestreo|2020-04-24|2020-07-14|2020-07-14|5.0|2020-07-22|INIC ENPT|MECE ORAS|MCBELLIDO|corregir fuga aceite valvula de muestreo|fuga aceite
427|ISA|111691|Reactor línea monofásico 500 kV-B|S-REATAM|CHIN500R22MC-REACT|C|NOR|38B60001|N2|5506381|Corregir fuga aceite valvula de muestreo|2020-04-24|2020-07-14|2020-07-14|5.0|2020-07-22|INIC ENPT|MECE ORAS|MCBELLIDO|corregir fuga aceite valvula de muestreo|fuga aceite
428|ISA|111966|Reactor línea monofásico 500 kV-C|1-REAAMO|CHIN500R11MC-REACT|C|NOR|38B60001|N2|5506388|Corregir fuga aceite valvula radiador|2020-04-24|2022-08-07|2022-08-27|5.0||INIC ENPT|METR ORAS|MCBELLIDO|corregir fuga aceite valvula radiador|fuga aceite
429|ISA|111691|Reactor línea monofásico 500 kV-B|S-REATAM|CHIN500R22MC-REACT|C|NOR|38B60001|N4|5507423|Cambiar medidor de temperatura|2020-05-07|2020-07-14|2020-07-14|4.0|2020-07-22|INIC ENPT|MECE ORAS|CCUAVAS|cambiar medidor de temperatura|cambiar medidor de temperatura
430|TRAN|2000407|Guajira G1 200 MVA 220/13.8 kV|1-TRAATR|TGJ_220TRA01|C|TGJ|38C10001|N4|5507682|Cambiar controlador Temperatura|2020-05-11|2020-12-26|2020-12-30|3.0|2021-02-05|CPRO ENPT|MECE ORAS|LESCANO|cambiar controlador temperatura|cambiar controlador temperatura
431|ISA|117258|Reactor línea monofásico 500 kV-B|S-REATAM|CERR500R21MC-REACT|C|NOR|38B60001|N2|5508261|Revisar y Conectar disparo rele Bucholz|2020-05-15|2020-07-16|2020-07-16|3.0|2020-07-23|INIC ENPT|MECE ORAS|HLWILCHES|revisar y conectar disparo rele bucholz|cambiar rele
432|ISA|119040|Autotrafo Monofásico 500/230 kV-B|S-TRATAM|CERR500ATR-3-AUTOT|C|NOR|38B60001|N4|5508280|Revisar Alarma Alta presion del filtro|2020-05-17|2020-05-19|2020-05-19|2.0|2020-05-29|INIC|MECE ORAS|HLWILCHES|revisar alarma alta presion del filtro|revisar alarma alta presion del filtro
433|ISA|111566|Reactor línea monofásico 500 kV-A|1-REAAMO|CHIN500R12MC-REACT|C|NOR|38B60001|N2|5509432|Corregir fuga de aceite indicador nivel|2020-05-22|2021-05-18|2021-05-20|4.0|2021-05-21|INIC ENPT|MECE ORAS|CCUAVAS|corregir fuga de aceite indicador nivel|fuga aceite
434|ISA|111989|Reactor línea monofásico 500 kV-C|1-REAAMO|CHIN500R23MC-REACT|C|NOR|38B60001|N2|5509437|Corregir fuga aceite relé sobrepresión|2020-05-22|2021-08-15|2021-08-16|5.0||INIC ENPT|METR ORAS|CCUAVAS|corregir fuga aceite rele sobrepresion|fuga aceite
435|ISA|111988|Reactor línea monofásico 500 kV-RV|S-REATAM|CERR500R21MC-REACT|C|NOR|38B60001|N4|5509976|Revisar relé sobre presión|2020-05-27|2020-06-23|2020-06-23|4.0|2020-07-10|INIC ENPT|MECE ORAS|SPRADA|revisar rele sobre presion|revisar rele sobre presion
436|ISA|111988|Reactor línea monofásico 500 kV-RV|S-REATAM|CERR500R21MC-REACT|C|NOR|38B60001|N4|5509977|Revisar relé buchholz cambiar cableado|2020-05-27|2020-06-23|2020-06-23|4.0|2020-07-10|INIC ENPT|MECE ORAS|SPRADA|revisar rele buchholz cambiar cableado|cambiar rele
437|ISA|117258|Reactor línea monofásico 500 kV-B|S-REATAM|CERR500R21MC-REACT|C|NOR|38B60001|N4|5509981|Revisar bornera indicador nivel aceite|2020-05-27|2020-07-16|2020-07-16|3.0|2020-07-24|INIC ENPT|MECE ORAS|SPRADA|revisar bornera indicador nivel aceite|cambiar indicador nivel de aceite
438|ISA|117258|Reactor línea monofásico 500 kV-B|S-REATAM|CERR500R21MC-REACT|C|NOR|38B60001|N4|5509980|Cambiar relé de P súbita|2020-05-27|2020-07-16|2020-07-16|3.0|2020-07-24|INIC ENPT|MECE ORAS|SPRADA|cambiar rele de p subita|cambiar rele
439|ISA|117258|Reactor línea monofásico 500 kV-B|S-REATAM|CERR500R21MC-REACT|C|NOR|38B60001|N4|5509978|Cambiar relé buccholz|2020-05-27|2020-07-16|2020-07-16|3.0|2020-07-23|INIC ENPT|MECE ORAS|SPRADA|cambiar rele buccholz|cambiar rele
440|ISA|117259|Reactor línea monofásico 500 kV-C|S-REATAM|CERR500R21MC-REACT|C|NOR|38B60001|N4|5509982|Cambiar relé de P súbita|2020-05-27|2020-07-17|2020-07-17|3.0|2020-07-27|INIC ENPT|MECE ORAS|SPRADA|cambiar rele de p subita|cambiar rele
441|ISA|117258|Reactor línea monofásico 500 kV-B|S-REATAM|CERR500R21MC-REACT|C|NOR|38B60001|N4|5510136|Revisar y Conectar disparo P Súbita|2020-05-29|2020-07-16|2020-07-16|3.0|2020-07-24|INIC ENPT|MECE ORAS|SPRADA|revisar y conectar disparo p subita|revisar y conectar disparo p subita
442|ISA|117259|Reactor línea monofásico 500 kV-C|1-REAAMO|CERR500R21MC-REACT|C|NOR|38B60001|N4|5510140|Cambiar diafragma en tanque conservador|2020-05-29|2021-05-30|2021-05-30|3.0|2021-06-02|COPL ENPT CO19|MECE ORAS|SPRADA|cambiar diafragma en tanque conservador|cambiar diafragma en tanque conservador
443|ISA|117259|Reactor línea monofásico 500 kV-C|S-REATAM|CERR500R21MC-REACT|C|NOR|38B60001|N4|5510139|Revisar y Conectar disparo p súbita|2020-05-29|2020-07-17|2020-07-17|3.0|2020-07-24|INIC ENPT|MECE ORAS|SPRADA|revisar y conectar disparo p subita|revisar y conectar disparo p subita
444|ISA|2009377|Reactor línea monofásico 500 kV-C|S-REATAM|CERR500R10MC-REACT|C|NOR|38B60001|N4|5510379|Garantia Cambiar rele Buchholz fase C|2020-05-30|2021-03-13|2021-03-13|4.0|2021-04-08|INIC ENPT|MECE ORAS|2545|garantia cambiar rele buchholz fase c|cambiar rele
