|Equipo|Denominación|Creado el|Ubicac.técnica|Denominación.1|Posición medida|Valor medido|Unidad caract.|Aviso|Codif.txt.cód.|Fecha|Hora|Hora de|Hora medición|Texto|Texto Ampliado|Creado por|Punto de medida|Documento med.
2|2011679|Reactor línea monofásico 500 kV-B|2020-12-17|PORC500R23MC-REACT|Calificación del equipo|EQUIPO TOTAL|2|UNIDAD|||2020-12-17|21:33:46|00:00:00|21:33:46|/9-OIL.CORR/ /2-INSP=9-ENF/2-PRO-M/ 8-GA|/9-OIL.CORR/ /2-INSP=9-ENF/2-PRO-M/ 8-GAB/8-BUJ/|DDIC|17767894|37658203
3|2011679|Reactor línea monofásico 500 kV-B|2020-12-11|PORC500R23MC-REACT|Calificación del equipo|EQUIPO TOTAL|2|UNIDAD|||2020-12-11|21:41:03|00:00:00|21:41:03|/9-OIL.CORR/ /2-INSP=9-ENF/2-PRO-M/ 8-GA|/9-OIL.CORR/ /2-INSP=9-ENF/2-PRO-M/ 8-GAB/8-BUJ/|DDIC|17767894|37624748
4|2011679|Reactor línea monofásico 500 kV-B|2020-10-20|PORC500R23MC-REACT|Calificación del equipo|EQUIPO TOTAL|2|UNIDAD|||2020-10-20|00:29:20|00:00:00|00:29:20|/9-OIL.CORR/ /2-INSP=9-ENF/2-PRO-M/ 8-GA|/9-OIL.CORR/ /2-INSP=9-ENF/2-PRO-M/ 8-GAB/8-BUJ/|DDIC|17767894|37060963
5|2011679|Reactor línea monofásico 500 kV-B|2020-10-12|PORC500R23MC-REACT|Calificación del equipo|EQUIPO TOTAL|2|UNIDAD|||2020-10-12|21:11:22|00:00:00|21:11:22|/9-OIL.CORR/ /2-INSP=9-ENF/2-PRO-M/ 8-GA|/9-OIL.CORR/ /2-INSP=9-ENF/2-PRO-M/ 8-GAB/8-BUJ/|DDIC|17767894|37034126
6|2011679|Reactor línea monofásico 500 kV-B|2020-08-02|PORC500R23MC-REACT|Calificación del equipo|EQUIPO TOTAL|2|UNIDAD|||2020-08-02|21:11:45|00:00:00|21:11:45|/9-OIL.CORR/ /2-INSP=9-ENF/2-PRO-M/ 8-GA|/9-OIL.CORR/ /2-INSP=9-ENF/2-PRO-M/ 8-GAB/8-BUJ/|DDIC|17767894|36465562
7|2011679|Reactor línea monofásico 500 kV-B|2020-06-13|PORC500R23MC-REACT|Calificación del equipo|EQUIPO TOTAL|2|UNIDAD|||2020-06-13|03:37:31|00:00:00|03:37:31|/9-OIL.CORR/ /2-INSP=9-ENF/2-PRO-M/ 8-GA|/9-OIL.CORR/ /2-INSP=9-ENF/2-PRO-M/ 8-GAB/8-BUJ/|DDIC|17767894|35907621
8|2011679|Reactor línea monofásico 500 kV-B|2020-04-01|PORC500R23MC-REACT|Calificación del equipo|EQUIPO TOTAL|2|UNIDAD|||2020-04-01|22:25:52|00:00:00|22:25:52|/9-OIL.CORR/ /2-INSP=9-ENF/2-PRO-M/ 8-GA|/9-OIL.CORR/ /2-INSP=9-ENF/2-PRO-M/ 8-GAB/8-BUJ/|DDIC|17767894|35411652
9|2011679|Reactor línea monofásico 500 kV-B|2020-03-15|PORC500R23MC-REACT|Calificación del equipo|EQUIPO TOTAL|2|UNIDAD|||2020-03-15|21:15:40|00:00:00|21:15:40|/9-OIL.CORR/ /2-INSP=9-ENF/2-PRO-M/ 8-GA|/9-OIL.CORR/ /2-INSP=9-ENF/2-PRO-M/ 8-GAB/8-BUJ/|DDIC|17767894|35203801
10|2011679|Reactor línea monofásico 500 kV-B|2020-01-05|PORC500R23MC-REACT|Calificación del equipo|EQUIPO TOTAL|2|UNIDAD|||2020-01-05|21:11:20|00:00:00|21:11:20|/9-OIL.CORR/ /2-INSP=9-ENF/2-PRO-M/ 8-GA|/9-OIL.CORR/ /2-INSP=9-ENF/2-PRO-M/ 8-GAB/8-BUJ/|DDIC|17767894|34691773
11|2011679|Reactor línea monofásico 500 kV-B|2019-11-18|PORC500R23MC-REACT|Calificación del equipo|EQUIPO TOTAL|2|UNIDAD|||2019-11-18|21:11:14|00:00:00|21:11:14|/9-OIL.CORR/ /2-INSP=9-ENF/2-PRO-M/ 8-GA|/9-OIL.CORR/ /2-INSP=9-ENF/2-PRO-M/ 8-GAB/8-BUJ/|DDIC|17767894|34372353
12|2011679|Reactor línea monofásico 500 kV-B|2019-09-01|PORC500R23MC-REACT|Calificación del equipo|EQUIPO TOTAL|2|UNIDAD|||2019-09-01|21:13:33|00:00:00|21:13:33|/9-OIL.CORR/ /2-INSP=9-ENF/2-PRO-M/ 8-GA|/9-OIL.CORR/ /2-INSP=9-ENF/2-PRO-M/ 8-GAB/8-BUJ/|DDIC|17767894|33844738
13|2011679|Reactor línea monofásico 500 kV-B|2019-08-04|PORC500R23MC-REACT|Calificación del equipo|EQUIPO TOTAL|2|UNIDAD|||2019-08-04|21:12:39|00:00:00|21:12:39|/9-OIL.CORR/ /2-INSP=9-ENF/2-PRO-M/ 8-GA|/9-OIL.CORR/ /2-INSP=9-ENF/2-PRO-M/ 8-GAB/8-BUJ/|DDIC|17767894|33599117
14|2011679|Reactor línea monofásico 500 kV-B|2019-06-12|PORC500R23MC-REACT|Calificación del equipo|EQUIPO TOTAL|2|UNIDAD|||2019-06-12|21:02:00|00:00:00|21:02:00|/9-OIL.CORR/ /2-INSP=9-ENF/2-PRO-M/ 8-GA|/9-OIL.CORR/ /2-INSP=9-ENF/2-PRO-M/ 8-GAB/8-BUJ/|DDIC|17767894|32951557
15|2010237|Reactor línea monofásico 500 kV-A|2020-04-01|MEDE500R21MC-REACT|Calificación del equipo|EQUIPO TOTAL|2|UNIDAD|||2020-04-01|22:25:52|00:00:00|22:25:52|/9-OIL.CORR/ /2-INSP=9-ENF/2-PRO-M/ 8-GA|/9-OIL.CORR/ /2-INSP=9-ENF/2-PRO-M/ 8-GAB/8-BUJ/|DDIC|17703253|35411648
16|2010237|Reactor línea monofásico 500 kV-A|2019-03-04|MEDE500R21MC-REACT|Calificación del equipo|EQUIPO TOTAL|2|UNIDAD|||2019-03-04|13:59:21|00:00:00|13:59:21|/9-OIL.CORR/ /2-INSP=9-ENF/2-PRO-M/ 8-GA|/9-OIL.CORR/ /2-INSP=9-ENF/2-PRO-M/ 8-GAB/8-BUJ/|ITCO4021|17703253|31930190
21|2009685|Reactor línea monofásico 500 kV-C|2020-12-19|CERR500R23MC-REACT|Calificación del equipo|EQUIPO TOTAL|2|UNIDAD|||2020-12-19|22:14:11|00:00:00|22:14:11|/9-OIL.CORR/ /2-INSP=9-ENF/2-PRO-M/ 8-GA|/9-OIL.CORR/ /2-INSP=9-ENF/2-PRO-M/ 8-GAB/8-BUJ/|DDIC|16917677|37663607
22|2009685|Reactor línea monofásico 500 kV-C|2020-10-20|CERR500R23MC-REACT|Calificación del equipo|EQUIPO TOTAL|2|UNIDAD|||2020-10-20|00:29:21|00:00:00|00:29:21|/9-OIL.CORR/ /2-INSP=9-ENF/2-PRO-M/ 8-GA|/9-OIL.CORR/ /2-INSP=9-ENF/2-PRO-M/ 8-GAB/8-BUJ/|DDIC|16917677|37061005
23|2009685|Reactor línea monofásico 500 kV-C|2020-08-03|CERR500R23MC-REACT|Calificación del equipo|EQUIPO TOTAL|2|UNIDAD|||2020-08-03|21:03:04|00:00:00|21:03:04|/9-OIL.CORR/ /2-INSP=9-ENF/2-PRO-M/ 8-GA|/9-OIL.CORR/ /2-INSP=9-ENF/2-PRO-M/ 8-GAB/8-BUJ/|DDIC|16917677|36475070
24|2009685|Reactor línea monofásico 500 kV-C|2020-07-31|CERR500R23MC-REACT|Calificación del equipo|EQUIPO TOTAL|2|UNIDAD|||2020-07-31|21:01:11|00:00:00|21:01:11|/9-OIL.CORR/ /2-INSP=9-ENF/2-PRO-M/ 8-GA|/9-OIL.CORR/ /2-INSP=9-ENF/2-PRO-M/ 8-GAB/8-BUJ/|DDIC|16917677|36459608
25|2009683|Reactor línea monofásico 500 kV-A|2020-01-03|CERR500R23MC-REACT|Calificación del equipo|EQUIPO TOTAL|2|UNIDAD|||2020-01-03|21:03:16|00:00:00|21:03:16|/9-OIL.CORR/ /2-INSP=9-ENF/2-PRO-M/ 8-GA|/9-OIL.CORR/ /2-INSP=9-ENF/2-PRO-M/ 8-GAB/8-BUJ/|DDIC|16917506|34687262
26|2009683|Reactor línea monofásico 500 kV-A|2019-11-01|CERR500R23MC-REACT|Calificación del equipo|EQUIPO TOTAL|2|UNIDAD|||2019-11-01|21:08:57|00:00:00|21:08:57|/6-HUM/9-OIL.CORR/ /2-INSP=9-ENF/2-PRO-M|/6-HUM/9-OIL.CORR/ /2-INSP=9-ENF/2-PRO-M/ 8-GAB/8-BUJ/|DDIC|16917506|34267921
27|2009683|Reactor línea monofásico 500 kV-A|2019-07-05|CERR500R23MC-REACT|Calificación del equipo|EQUIPO TOTAL|2|UNIDAD|||2019-07-05|21:12:20|00:00:00|21:12:20|/9-OIL.CORR/ /2-INSP=9-ENF/2-PRO-M/ 8-GA|/9-OIL.CORR/ /2-INSP=9-ENF/2-PRO-M/ 8-GAB/8-BUJ/|DDIC|16917506|33393774
28|2009683|Reactor línea monofásico 500 kV-A|2019-04-02|CERR500R23MC-REACT|Calificación del equipo|EQUIPO TOTAL|2|UNIDAD|||2019-04-02|21:16:00|00:00:00|21:16:00|/9-OIL.CORR/ /2-INSP=9-ENF/2-PRO-M/ 8-GA|/9-OIL.CORR/ /2-INSP=9-ENF/2-PRO-M/ 8-GAB/8-BUJ/|DDIC|16917506|32098548
29|2009683|Reactor línea monofásico 500 kV-A|2019-03-04|CERR500R23MC-REACT|Calificación del equipo|EQUIPO TOTAL|2|UNIDAD|||2019-03-04|13:59:21|00:00:00|13:59:21|/9-OIL.CORR/ /2-INSP=9-ENF/2-PRO-M/ 8-GA|/9-OIL.CORR/ /2-INSP=9-ENF/2-PRO-M/ 8-GAB/8-BUJ/|ITCO4021|16917506|31930191
42|2009378|Reactor línea monofásico 500 kV-RV|2020-12-19|CERR500R10MC-REACT|Calificación del equipo|EQUIPO TOTAL|2|UNIDAD|||2020-12-19|22:14:14|00:00:00|22:14:14|/9-OIL.CORR/ /2-INSP=9-ENF/2-PRO-M/9-CUB|/9-OIL.CORR/ /2-INSP=9-ENF/2-PRO-M/9-CUB/8-GAB/8-BUJ/|DDIC|15436083|37663683
43|2009378|Reactor línea monofásico 500 kV-RV|2020-10-20|CERR500R10MC-REACT|Calificación del equipo|EQUIPO TOTAL|2|UNIDAD|||2020-10-20|00:29:22|00:00:00|00:29:22|/9-OIL.CORR/ /2-INSP=9-ENF/2-PRO-M/9-CUB|/9-OIL.CORR/ /2-INSP=9-ENF/2-PRO-M/9-CUB/8-GAB/8-BUJ/|DDIC|15436083|37061063
44|2009378|Reactor línea monofásico 500 kV-RV|2020-06-13|CERR500R10MC-REACT|Calificación del equipo|EQUIPO TOTAL|2|UNIDAD|||2020-06-13|03:37:35|00:00:00|03:37:35|/9-OIL.CORR/ /2-INSP=9-ENF/2-PRO-M/9-CUB|/9-OIL.CORR/ /2-INSP=9-ENF/2-PRO-M/9-CUB/8-GAB/8-BUJ/|DDIC|15436083|35907783
45|2009377|Reactor línea monofásico 500 kV-C|2020-12-19|CERR500R10MC-REACT|Calificación del equipo|EQUIPO TOTAL|2|UNIDAD|||2020-12-19|22:14:11|00:00:00|22:14:11|/9-OIL.CORR/ /2-INSP= 2-PRO-M/ 8-GAB/8-B|/9-OIL.CORR/ /2-INSP= 2-PRO-M/ 8-GAB/8-BUJ/|DDIC|15436026|37663605
46|2009377|Reactor línea monofásico 500 kV-C|2020-10-20|CERR500R10MC-REACT|Calificación del equipo|EQUIPO TOTAL|2|UNIDAD|||2020-10-20|00:29:21|00:00:00|00:29:21|/9-OIL.CORR/ /2-INSP= 2-PRO-M/ 8-GAB/8-B|/9-OIL.CORR/ /2-INSP= 2-PRO-M/ 8-GAB/8-BUJ/|DDIC|15436026|37060995
47|2009377|Reactor línea monofásico 500 kV-C|2020-06-13|CERR500R10MC-REACT|Calificación del equipo|EQUIPO TOTAL|2|UNIDAD|||2020-06-13|03:37:31|00:00:00|03:37:31|/9-OIL.CORR/ /2-INSP= 2-PRO-M/ 8-GAB/8-B|/9-OIL.CORR/ /2-INSP= 2-PRO-M/ 8-GAB/8-BUJ/|DDIC|15436026|35907653
257|2005218|Reactor barra monofásico 500 kV-B|2020-03-19|SOGA500R13MC-REACT|Calificación del equipo|EQUIPO TOTAL|2|UNIDAD|||2020-03-19|22:48:49|00:00:00|22:48:49|/9-OIL.CORR/ /2-INSP= 2-PRO-M/ 9-GAB/8-B|/9-OIL.CORR/ /2-INSP= 2-PRO-M/ 9-GAB/8-BUJ/|DDIC|12839594|35257599
258|2005218|Reactor barra monofásico 500 kV-B|2019-11-14|SOGA500R13MC-REACT|Calificación del equipo|EQUIPO TOTAL|2|UNIDAD|||2019-11-14|21:03:18|00:00:00|21:03:18|/9-OIL.CORR/ /2-INSP= 2-PRO-M/ 9-GAB/8-B|/9-OIL.CORR/ /2-INSP= 2-PRO-M/ 9-GAB/8-BUJ/|DDIC|12839594|34338666
347|2000407|Guajira G1 200 MVA 220/13.8 kV|2017-12-05|TGJ_220TRA01|Calificación del equipo|EQUIPO TOTAL|2|UNIDAD|||2017-12-05|21:01:48|00:00:00|21:01:48|2-DGA= T-PAP(C)/ /8-OIL.TAP/ /5-INSP=9-E|2-DGA= T-PAP(C)/ /8-OIL.TAP/ /5-INSP=9-ENF/ 8-P.CUB/|DDIC|12340720|28833473
348|2000407|Guajira G1 200 MVA 220/13.8 kV|2017-10-31|TGJ_220TRA01|Calificación del equipo|EQUIPO TOTAL|2|UNIDAD|||2017-10-31|21:26:16|00:00:00|21:26:16|2-DGA= T-PAP(C)/ /8-OIL.TAP/ /2-INSP=9-E|2-DGA= T-PAP(C)/ /8-OIL.TAP/ /2-INSP=9-ENF/2-PRO-M/ 8-P.CUB/|DDIC|12340720|28472192
349|2000407|Guajira G1 200 MVA 220/13.8 kV|2017-09-26|TGJ_220TRA01|Calificación del equipo|EQUIPO TOTAL|2|UNIDAD|||2017-09-26|21:11:16|00:00:00|21:11:16|2-DGA= T-PAP(C)/ /8-OIL.TAP/ /2-INSP=9-E|2-DGA= T-PAP(C)/ /8-OIL.TAP/ /2-INSP=9-ENF/2-PRO-M/ 8-P.CUB/|DDIC|12340720|28148222
350|2000407|Guajira G1 200 MVA 220/13.8 kV|2017-08-01|TGJ_220TRA01|Calificación del equipo|EQUIPO TOTAL|2|UNIDAD|||2017-08-01|21:18:12|00:00:00|21:18:12|2-DGA= T-PAP(C)/ /8-OIL.TAP/ /2-INSP=9-E|2-DGA= T-PAP(C)/ /8-OIL.TAP/ /2-INSP=9-ENF/2-PRO-M/ 8-P.CUB/|DDIC|12340720|27534437
351|2000407|Guajira G1 200 MVA 220/13.8 kV|2017-07-14|TGJ_220TRA01|Calificación del equipo|EQUIPO TOTAL|2|UNIDAD|||2017-07-14|15:40:41|00:00:00|15:40:41|2-DGA= T-PAP(C)/ /8-OIL.TAP/ /2-INSP= 2-|2-DGA= T-PAP(C)/ /8-OIL.TAP/ /2-INSP= 2-PRO-M/ 8-P.CUB/|DDIC|12340720|27350090
352|2000407|Guajira G1 200 MVA 220/13.8 kV|2017-06-30|TGJ_220TRA01|Calificación del equipo|EQUIPO TOTAL|2|UNIDAD|||2017-06-30|22:24:04|00:00:00|22:24:04|2-DGA= T-PAP(C)/ /8-OIL.TAP/ /2-INSP= 2-|2-DGA= T-PAP(C)/ /8-OIL.TAP/ /2-INSP= 2-PRO-M/ 8-P.CUB/|DDIC|12340720|27181396
353|2000407|Guajira G1 200 MVA 220/13.8 kV|2017-06-16|TGJ_220TRA01|Calificación del equipo|EQUIPO TOTAL|2|UNIDAD|||2017-06-16|21:44:14|00:00:00|21:44:14|2-DGA= T-PAP(C)/ /8-OIL.TAP/ /2-INSP= 2-|2-DGA= T-PAP(C)/ /8-OIL.TAP/ /2-INSP= 2-PRO-M/ 8-P.CUB/|DDIC|12340720|27084413
354|2000407|Guajira G1 200 MVA 220/13.8 kV|2017-05-09|TGJ_220TRA01|Calificación del equipo|EQUIPO TOTAL|2|UNIDAD|||2017-05-09|21:17:50|00:00:00|21:17:50|/8-OIL.TAP/ /2-INSP= 2-PRO-M/ 8-P.CUB/||DDIC|12340720|26670568
355|2000407|Guajira G1 200 MVA 220/13.8 kV|2017-04-17|TGJ_220TRA01|Calificación del equipo|EQUIPO TOTAL|2|UNIDAD|||2017-04-17|21:12:24|00:00:00|21:12:24|/8-OIL.TAP/ /2-INSP= 2-PRO-M/ 8-P.CUB/||DDIC|12340720|26483032
356|2000236|Reactor línea monofásico 500 kV-RV|2020-12-11|PORC500R11MC-REACT|Calificación del equipo|REACTOR TOTAL|2|UNIDAD|||2020-12-11|21:41:03|00:00:00|21:41:03|/2-INSP=9-ENF/2-PRO-M/ 9-GAB/8-BUJ/||DDIC|1843395|37624758
357|2000236|Reactor línea monofásico 500 kV-RV|2020-11-02|PORC500R11MC-REACT|Calificación del equipo|REACTOR TOTAL|2|UNIDAD|||2020-11-02|21:04:43|00:00:00|21:04:43|/2-INSP=9-ENF/2-PRO-M/ 9-GAB/8-BUJ/||DDIC|1843395|37149458
358|2000236|Reactor línea monofásico 500 kV-RV|2020-10-20|PORC500R11MC-REACT|Calificación del equipo|REACTOR TOTAL|2|UNIDAD|||2020-10-20|00:29:23|00:00:00|00:29:23|/2-INSP=9-ENF/2-PRO-M/ 9-GAB/8-BUJ/||DDIC|1843395|37061083
359|2000236|Reactor línea monofásico 500 kV-RV|2020-10-16|PORC500R11MC-REACT|Calificación del equipo|REACTOR TOTAL|2|UNIDAD|||2020-10-16|21:14:55|00:00:00|21:14:55|/2-INSP=9-ENF/2-PRO-M/ 9-GAB/8-BUJ/||DDIC|1843395|37054846
360|2000236|Reactor línea monofásico 500 kV-RV|2020-10-12|PORC500R11MC-REACT|Calificación del equipo|REACTOR TOTAL|2|UNIDAD|||2020-10-12|21:11:22|00:00:00|21:11:22|/2-INSP=9-ENF/2-PRO-M/ 9-GAB/8-BUJ/||DDIC|1843395|37034132
361|2000236|Reactor línea monofásico 500 kV-RV|2020-08-02|PORC500R11MC-REACT|Calificación del equipo|REACTOR TOTAL|2|UNIDAD|||2020-08-02|21:11:45|00:00:00|21:11:45|/2-INSP=9-ENF/2-PRO-M/ 9-GAB/8-BUJ/||DDIC|1843395|36465570
362|2000236|Reactor línea monofásico 500 kV-RV|2020-06-13|PORC500R11MC-REACT|Calificación del equipo|REACTOR TOTAL|2|UNIDAD|||2020-06-13|03:37:36|00:00:00|03:37:36|/2-INSP=9-ENF/2-PRO-M/ 9-GAB/8-BUJ/||DDIC|1843395|35907813
363|2000236|Reactor línea monofásico 500 kV-RV|2020-05-03|PORC500R11MC-REACT|Calificación del equipo|REACTOR TOTAL|2|UNIDAD|||2020-05-03|21:12:49|00:00:00|21:12:49|/2-INSP=9-ENF/2-PRO-M/ 9-GAB/8-BUJ/||DDIC|1843395|35646128
364|2000236|Reactor línea monofásico 500 kV-RV|2020-03-19|PORC500R11MC-REACT|Calificación del equipo|REACTOR TOTAL|2|UNIDAD|||2020-03-19|22:48:53|00:00:00|22:48:53|/2-INSP=9-ENF/2-PRO-M/ 9-GAB/8-BUJ/||DDIC|1843395|35257783
365|2000236|Reactor línea monofásico 500 kV-RV|2020-03-15|PORC500R11MC-REACT|Calificación del equipo|REACTOR TOTAL|2|UNIDAD|||2020-03-15|21:15:40|00:00:00|21:15:40|/2-INSP=9-ENF/2-PRO-M/ 9-GAB/8-BUJ/||DDIC|1843395|35203805
366|2000236|Reactor línea monofásico 500 kV-RV|2020-01-05|PORC500R11MC-REACT|Calificación del equipo|REACTOR TOTAL|2|UNIDAD|||2020-01-05|21:11:20|00:00:00|21:11:20|/2-INSP=9-ENF/2-PRO-M/ 9-GAB/8-BUJ/||DDIC|1843395|34691787
367|2000236|Reactor línea monofásico 500 kV-RV|2019-11-27|PORC500R11MC-REACT|Calificación del equipo|REACTOR TOTAL|2|UNIDAD|||2019-11-27|21:05:36|00:00:00|21:05:36|/2-INSP=9-ENF/2-PRO-M/ 9-GAB/8-BUJ/||DDIC|1843395|34496196
388|2000233|Reactor linea monofasico 500 kV-A|2018-11-11|PORC500R11MC-REACT|Calificación del equipo|REACTOR TOTAL|2|UNIDAD|||2018-11-11|21:05:31|00:00:00|21:05:31|2-DGA= ARC(D)/ /5-INSP=9-ENF/ 9-GAB/8-BU|2-DGA= ARC(D)/ /5-INSP=9-ENF/ 9-GAB/8-BUJ/|DDIC|1843269|31065224
389|2000233|Reactor linea monofasico 500 kV-A|2018-10-21|PORC500R11MC-REACT|Calificación del equipo|REACTOR TOTAL|2|UNIDAD|||2018-10-21|21:38:19|00:00:00|21:38:19|2-DGA= ARC(D)/ /5-INSP=9-ENF/ 9-GAB/8-BU|2-DGA= ARC(D)/ /5-INSP=9-ENF/ 9-GAB/8-BUJ/|DDIC|1843269|30950636
390|2000233|Reactor linea monofasico 500 kV-A|2018-10-07|PORC500R11MC-REACT|Calificación del equipo|REACTOR TOTAL|2|UNIDAD|||2018-10-07|21:06:31|00:00:00|21:06:31|2-DGA= ARC(D)/ /5-INSP=9-ENF/ 9-GAB/8-BU|2-DGA= ARC(D)/ /5-INSP=9-ENF/ 9-GAB/8-BUJ/|DDIC|1843269|30903135
391|2000233|Reactor linea monofasico 500 kV-A|2018-09-02|PORC500R11MC-REACT|Calificación del equipo|REACTOR TOTAL|2|UNIDAD|||2018-09-02|21:06:25|00:00:00|21:06:25|2-DGA= ARC(D)/ /5-INSP= 9-GAB/8-BUJ/||DDIC|1843269|30624390
392|2000233|Reactor linea monofasico 500 kV-A|2018-08-23|PORC500R11MC-REACT|Calificación del equipo|REACTOR TOTAL|2|UNIDAD|||2018-08-23|21:03:24|00:00:00|21:03:24|2-DGA= ARC(D)/ /5-INSP= 9-GAB/8-BUJ/||DDIC|1843269|30551301
393|2000233|Reactor linea monofasico 500 kV-A|2018-07-22|PORC500R11MC-REACT|Calificación del equipo|REACTOR TOTAL|2|UNIDAD|||2018-07-22|21:06:10|00:00:00|21:06:10|2-DGA= ARC(D)/ /3-INSP=3-ENF/3-PRO-M/ 9-|2-DGA= ARC(D)/ /3-INSP=3-ENF/3-PRO-M/ 9-GAB/8-BUJ/|DDIC|1843269|30265158
394|2000233|Reactor linea monofasico 500 kV-A|2018-06-10|PORC500R11MC-REACT|Calificación del equipo|REACTOR TOTAL|2|UNIDAD|||2018-06-10|21:05:00|00:00:00|21:05:00|2-DGA= ARC(D)/ /3-INSP=3-ENF/3-PRO-M/ 9-|2-DGA= ARC(D)/ /3-INSP=3-ENF/3-PRO-M/ 9-GAB/8-BUJ/|DDIC|1843269|30005773
395|2000233|Reactor linea monofasico 500 kV-A|2018-04-15|PORC500R11MC-REACT|Calificación del equipo|REACTOR TOTAL|2|UNIDAD|||2018-04-15|21:05:24|00:00:00|21:05:24|2-DGA= ARC(D)/ /3-INSP=3-ENF/3-PRO-M/ 9-|2-DGA= ARC(D)/ /3-INSP=3-ENF/3-PRO-M/ 9-GAB/8-BUJ/|DDIC|1843269|29692916
396|2000233|Reactor linea monofasico 500 kV-A|2018-04-02|PORC500R11MC-REACT|Calificación del equipo|REACTOR TOTAL|2|UNIDAD|||2018-04-02|23:59:16|00:00:00|23:59:16|2-DGA= ARC(D)/ /3-INSP=3-ENF/3-PRO-M/ 9-|2-DGA= ARC(D)/ /3-INSP=3-ENF/3-PRO-M/ 9-GAB/8-BUJ/|DDIC|1843269|29637082
397|2000233|Reactor linea monofasico 500 kV-A|2018-03-04|PORC500R11MC-REACT|Calificación del equipo|REACTOR TOTAL|2|UNIDAD|||2018-03-04|21:04:42|00:00:00|21:04:42|2-DGA= ARC(D)/ /3-INSP=3-ENF/3-PRO-M/ 9-|2-DGA= ARC(D)/ /3-INSP=3-ENF/3-PRO-M/ 9-GAB/8-BUJ/|DDIC|1843269|29526643
398|2000233|Reactor linea monofasico 500 kV-A|2018-02-16|PORC500R11MC-REACT|Calificación del equipo|REACTOR TOTAL|2|UNIDAD|||2018-02-16|21:04:14|00:00:00|21:04:14|2-DGA= ARC(D)/ /3-INSP=3-ENF/3-PRO-M/ 9-|2-DGA= ARC(D)/ /3-INSP=3-ENF/3-PRO-M/ 9-GAB/8-BUJ/|DDIC|1843269|29449196
467|810550|Tebsa 20 MVA 110/34.5 kV Reserva|2019-06-07|TBS_110TRRES|Calificación del equipo|EQUIPO TOTAL|2|UNIDAD|||2019-06-07|21:27:33|00:00:00|21:27:33|/8-OIL.TAP//2-BUJE//5-INSP=9-ENF/8-PRO-M|/8-OIL.TAP//2-BUJE//5-INSP=9-ENF/8-PRO-M/ 9-CUB/9-BUJ/8-P.CUB/|DDIC|1624968|32883737
468|810550|Tebsa 20 MVA 110/34.5 kV Reserva|2019-05-13|TBS_110TRRES|Calificación del equipo|EQUIPO TOTAL|2|UNIDAD|||2019-05-13|21:49:56|00:00:00|21:49:56|/8-OIL.TAP//2-BUJE//5-INSP=9-ENF/8-PRO-M|/8-OIL.TAP//2-BUJE//5-INSP=9-ENF/8-PRO-M/ 9-CUB/9-BUJ/8-P.CUB/|DDIC|1624968|32492002
469|810550|Tebsa 20 MVA 110/34.5 kV Reserva|2019-01-30|TBS_110TRRES|Calificación del equipo|EQUIPO TOTAL|2|UNIDAD|||2019-01-30|23:26:26|00:00:00|23:26:26|/3-HUM_PAP= NO.EQ//8-OIL.TAP//2-BUJE//5-|/3-HUM_PAP= NO.EQ//8-OIL.TAP//2-BUJE//5-INSP=9-ENF/9-PRO-M/ 9-CUB/9-BUJ/8-P.CUB/|DDIC|1624968|31702499
470|810550|Tebsa 20 MVA 110/34.5 kV Reserva|2018-10-22|TBS_110TRRES|Calificación del equipo|EQUIPO TOTAL|2|UNIDAD|||2018-10-22|00:09:22|00:00:00|00:09:22|/3-HUM_PAP= NO.EQ//8-OIL.TAP//2-BUJE//5-|/3-HUM_PAP= NO.EQ//8-OIL.TAP//2-BUJE//5-INSP=9-ENF/9-PRO-M/ 9-CUB/9-BUJ/8-P.CUB/|DDIC|1624968|30950853
471|810550|Tebsa 20 MVA 110/34.5 kV Reserva|2016-09-17|TBS_110TRRES|Calificación del equipo|EQUIPO TOTAL|2|UNIDAD|||2016-09-17|23:59:43|00:00:00|23:59:43|/2-HUM=DIAG//3-HUM_PAP= NO.EQ//8-OIL.TAP|/2-HUM=DIAG//3-HUM_PAP= NO.EQ//8-OIL.TAP/ /5-INSP=9-ENF/9-PRO-M/ 9-CUB/9-GAB/9-BUJ/|DDIC|1624968|24773009
472|810550|Tebsa 20 MVA 110/34.5 kV Reserva|2016-06-15|TBS_110TRRES|Calificación del equipo|EQUIPO TOTAL|2|UNIDAD|||2016-06-15|22:48:47|00:00:00|22:48:47|/2-HUM=DIAG//3-HUM_PAP= NO.EQ//8-OIL.TAP|/2-HUM=DIAG//3-HUM_PAP= NO.EQ//8-OIL.TAP/ /5-INSP=9-ENF/9-PRO-M/ 9-CUB/9-GAB/9-BUJ/|DDIC|1624968|23936533
473|810550|Tebsa 20 MVA 110/34.5 kV Reserva|2016-05-11|TBS_110TRRES|Calificación del equipo|EQUIPO TOTAL|2|UNIDAD|||2016-05-11|21:59:05|00:00:00|21:59:05|/2-HUM=DIAG//3-HUM_PAP= NO.EQ//8-OIL.TAP|/2-HUM=DIAG//3-HUM_PAP= NO.EQ//8-OIL.TAP/ /5-INSP=9-ENF/9-PRO-M/ 9-CUB/9-GAB/9-BUJ/|DDIC|1624968|23471100
